Time_spent_Alone,Social_event_attendance,Friends_circle_size,Going_outside,Post_frequency,Personality,Stage_fear,Drained_after_socializing,id
7,2,4,2,2,Introvert,Yes,Yes,103056
7,2,4,2,2,Introvert,Yes,Yes,103057
2,6,9,5,6,Extrovert,No,No,103058
7,2,3,2,2,Introvert,Yes,Yes,103059
2,6,10,5,6,Extrovert,No,No,103060
7,2,4,2,2,Introvert,Yes,Yes,103061
2,6,9,5,6,Extrovert,No,No,103062
2,6,10,5,6,Extrovert,No,No,103063
7,2,4,2,2,Introvert,Yes,Yes,103064
7,2,3,2,2,Introvert,Yes,Yes,103065
2,6,10,5,6,Extrovert,No,No,103066
7,2,4,2,2,Introvert,Yes,Yes,103067
2,6,10,5,6,Extrovert,No,No,103068
7,2,3,2,2,Introvert,Yes,Yes,103069
7,2,4,2,2,Introvert,Yes,Yes,103070
2,6,9,5,6,Extrovert,No,No,103071
2,6,9,5,6,Extrovert,No,No,103072
7,2,4,2,2,Introvert,Yes,Yes,103073
2,6,9,5,6,Extrovert,No,No,103074
2,6,9,5,6,Extrovert,No,No,103075
7,2,3,2,2,Introvert,Yes,Yes,103076
2,6,9,5,6,Extrovert,No,No,103077
7,2,3,2,2,Introvert,Yes,Yes,103078
2,6,10,5,6,Extrovert,No,No,103079
7,2,4,2,2,Introvert,Yes,Yes,103080
2,6,9,5,6,Extrovert,No,No,103081
7,2,3,2,2,Introvert,Yes,Yes,103082
2,6,9,5,6,Extrovert,No,No,103083
2,6,9,5,6,Extrovert,No,No,103084
2,6,9,5,6,Extrovert,No,No,103085
7,2,4,2,2,Introvert,Yes,Yes,103086
2,6,9,5,6,Extrovert,No,No,103087
2,6,9,5,6,Extrovert,No,No,103088
2,6,9,5,6,Extrovert,No,No,103089
2,6,9,5,6,Extrovert,No,No,103090
2,6,9,5,6,Extrovert,No,No,103091
2,6,9,5,6,Extrovert,No,No,103092
7,2,3,2,2,Introvert,Yes,Yes,103093
7,2,3,2,2,Introvert,Yes,Yes,103094
7,2,4,2,2,Introvert,Yes,Yes,103095
2,6,9,5,6,Extrovert,No,No,103096
7,2,4,2,2,Introvert,Yes,Yes,103097
2,6,9,5,6,Extrovert,No,No,103098
2,6,9,5,6,Extrovert,No,No,103099
2,6,9,5,6,Extrovert,No,No,103100
7,2,4,2,2,Introvert,Yes,Yes,103101
2,6,10,5,6,Extrovert,No,No,103102
2,6,9,5,6,Extrovert,No,No,103103
7,2,3,2,2,Introvert,Yes,Yes,103104
2,6,10,5,6,Extrovert,No,No,103105
7,2,3,2,2,Introvert,Yes,Yes,103106
7,2,4,2,2,Introvert,Yes,Yes,103107
2,6,9,5,6,Extrovert,No,No,103108
7,2,4,2,2,Introvert,Yes,Yes,103109
2,6,9,5,6,Extrovert,No,No,103110
2,6,9,5,6,Extrovert,No,No,103111
7,2,4,2,2,Introvert,Yes,Yes,103112
7,2,4,2,2,Introvert,Yes,Yes,103113
7,2,4,2,2,Introvert,Yes,Yes,103114
7,2,3,2,2,Introvert,Yes,Yes,103115
2,6,10,5,6,Extrovert,No,No,103116
2,6,9,5,6,Extrovert,No,No,103117
2,6,9,5,6,Extrovert,No,No,103118
2,6,9,5,6,Extrovert,No,No,103119
2,6,10,5,6,Extrovert,No,No,103120
7,2,4,2,2,Introvert,Yes,Yes,103121
7,2,4,2,2,Introvert,Yes,Yes,103122
2,6,9,5,6,Extrovert,No,No,103123
2,6,9,5,6,Extrovert,No,No,103124
7,2,4,2,2,Introvert,Yes,Yes,103125
7,2,4,2,2,Introvert,Yes,Yes,103126
2,6,10,5,6,Extrovert,No,No,103127
2,6,9,5,6,Extrovert,No,No,103128
7,2,4,2,2,Introvert,Yes,Yes,103129
7,2,4,2,2,Introvert,Yes,Yes,103130
2,6,9,5,6,Extrovert,No,No,103131
7,2,4,2,2,Introvert,Yes,Yes,103132
2,6,9,5,6,Extrovert,No,No,103133
2,6,9,5,6,Extrovert,No,No,103134
2,6,10,5,6,Extrovert,No,No,103135
7,2,3,2,2,Introvert,Yes,Yes,103136
7,2,3,2,2,Introvert,Yes,Yes,103137
2,6,10,5,6,Extrovert,No,No,103138
2,6,10,5,6,Extrovert,No,No,103139
2,6,9,5,6,Extrovert,No,No,103140
2,6,9,5,6,Extrovert,No,No,103141
2,6,9,5,6,Extrovert,No,No,103142
7,2,4,2,2,Introvert,Yes,Yes,103143
6,2,4,2,2,Introvert,Yes,Yes,103144
2,6,9,5,6,Extrovert,No,No,103145
2,6,9,5,6,Extrovert,No,No,103146
6,2,4,2,2,Introvert,Yes,Yes,103147
7,2,4,2,2,Introvert,Yes,Yes,103148
2,6,9,5,6,Extrovert,No,No,103149
7,2,3,2,2,Introvert,Yes,Yes,103150
2,6,10,5,6,Extrovert,No,No,103151
7,2,4,2,2,Introvert,Yes,Yes,103152
7,2,4,2,2,Introvert,Yes,Yes,103153
2,6,9,5,6,Extrovert,No,No,103154
2,6,9,5,6,Extrovert,No,No,103155
7,2,4,2,2,Introvert,Yes,Yes,103156
2,6,10,5,6,Extrovert,No,No,103157
2,6,10,5,6,Extrovert,No,No,103158
7,2,4,2,2,Introvert,Yes,Yes,103159
2,6,9,5,6,Extrovert,No,No,103160
2,6,10,5,6,Extrovert,No,No,103161
7,2,3,2,2,Introvert,Yes,Yes,103162
7,2,4,2,2,Introvert,Yes,Yes,103163
7,2,4,2,2,Introvert,Yes,Yes,103164
2,6,10,5,6,Extrovert,No,No,103165
2,6,10,5,6,Extrovert,No,No,103166
2,6,9,5,6,Extrovert,No,No,103167
7,2,4,2,2,Introvert,Yes,Yes,103168
2,6,9,5,6,Extrovert,No,No,103169
7,2,3,2,2,Introvert,Yes,Yes,103170
2,6,9,5,6,Extrovert,No,No,103171
2,6,9,5,6,Extrovert,No,No,103172
2,6,10,5,6,Extrovert,No,No,103173
7,2,4,2,2,Introvert,Yes,Yes,103174
7,2,3,2,2,Introvert,Yes,Yes,103175
2,6,9,5,6,Extrovert,No,No,103176
2,6,10,5,6,Extrovert,No,No,103177
2,6,9,5,6,Extrovert,No,No,103178
7,2,3,2,2,Introvert,Yes,Yes,103179
7,2,3,2,2,Introvert,Yes,Yes,103180
2,6,9,5,6,Extrovert,No,No,103181
7,2,3,2,2,Introvert,Yes,Yes,103182
7,2,3,2,2,Introvert,Yes,Yes,103183
2,6,9,5,6,Extrovert,No,No,103184
7,2,3,2,2,Introvert,Yes,Yes,103185
7,2,3,2,2,Introvert,Yes,Yes,103186
7,2,4,2,2,Introvert,Yes,Yes,103187
2,6,10,5,6,Extrovert,No,No,103188
7,2,4,2,2,Introvert,Yes,Yes,103189
7,2,4,2,2,Introvert,Yes,Yes,103190
7,2,4,2,2,Introvert,Yes,Yes,103191
7,2,4,2,2,Introvert,Yes,Yes,103192
2,6,9,5,6,Extrovert,No,No,103193
2,6,9,5,6,Extrovert,No,No,103194
2,6,9,5,6,Extrovert,No,No,103195
2,6,9,5,6,Extrovert,No,No,103196
7,2,3,2,2,Introvert,Yes,Yes,103197
2,6,10,5,6,Extrovert,No,No,103198
7,2,3,2,2,Introvert,Yes,Yes,103199
2,6,9,5,6,Extrovert,No,No,103200
7,2,3,2,2,Introvert,Yes,Yes,103201
7,2,4,2,2,Introvert,Yes,Yes,103202
7,2,3,2,2,Introvert,Yes,Yes,103203
7,2,4,2,2,Introvert,Yes,Yes,103204
2,6,10,5,6,Extrovert,No,No,103205
7,2,3,2,2,Introvert,Yes,Yes,103206
2,6,9,5,6,Extrovert,No,No,103207
7,2,4,2,2,Introvert,Yes,Yes,103208
7,2,4,2,2,Introvert,Yes,Yes,103209
7,2,3,2,2,Introvert,Yes,Yes,103210
7,3,4,2,2,Introvert,Yes,Yes,103211
2,6,10,5,6,Extrovert,No,No,103212
2,6,10,5,6,Extrovert,No,No,103213
7,2,4,2,2,Introvert,Yes,Yes,103214
2,6,9,5,6,Extrovert,No,No,103215
7,2,4,2,2,Introvert,Yes,Yes,103216
7,2,4,2,2,Introvert,Yes,Yes,103217
2,6,9,5,6,Extrovert,No,No,103218
2,6,10,5,6,Extrovert,No,No,103219
2,6,10,5,6,Extrovert,No,No,103220
2,6,9,5,6,Extrovert,No,No,103221
2,6,9,5,6,Extrovert,No,No,103222
7,2,3,2,2,Introvert,Yes,Yes,103223
7,2,3,2,2,Introvert,Yes,Yes,103224
7,2,4,2,2,Introvert,Yes,Yes,103225
7,2,4,2,2,Introvert,Yes,Yes,103226
2,6,9,5,6,Extrovert,No,No,103227
7,2,3,2,2,Introvert,Yes,Yes,103228
2,6,9,5,6,Extrovert,No,No,103229
7,2,4,2,2,Introvert,Yes,Yes,103230
2,6,9,5,6,Extrovert,No,No,103231
7,2,4,2,2,Introvert,Yes,Yes,103232
7,2,3,2,2,Introvert,Yes,Yes,103233
7,2,4,2,2,Introvert,Yes,Yes,103234
2,6,9,5,6,Extrovert,No,No,103235
7,2,4,2,2,Introvert,Yes,Yes,103236
7,2,4,2,2,Introvert,Yes,Yes,103237
2,6,9,5,6,Extrovert,No,No,103238
7,2,4,2,2,Introvert,Yes,Yes,103239
2,6,10,5,6,Extrovert,No,No,103240
7,2,4,2,2,Introvert,Yes,Yes,103241
2,6,9,5,6,Extrovert,No,No,103242
7,2,4,2,2,Introvert,Yes,Yes,103243
2,6,10,5,6,Extrovert,No,No,103244
7,2,4,2,2,Introvert,Yes,Yes,103245
7,2,4,2,2,Introvert,Yes,Yes,103246
2,6,10,5,6,Extrovert,No,No,103247
2,6,10,5,6,Extrovert,No,No,103248
2,6,10,5,6,Extrovert,No,No,103249
2,6,9,5,6,Extrovert,No,No,103250
6,2,4,2,2,Introvert,Yes,Yes,103251
2,6,9,5,6,Extrovert,No,No,103252
2,6,10,5,6,Extrovert,No,No,103253
2,6,9,5,6,Extrovert,No,No,103254
7,2,3,2,2,Introvert,Yes,Yes,103255
2,6,9,5,6,Extrovert,No,No,103256
7,2,4,2,2,Introvert,Yes,Yes,103257
2,6,9,5,6,Extrovert,No,No,103258
2,6,9,5,6,Extrovert,No,No,103259
7,2,4,2,2,Introvert,Yes,Yes,103260
2,6,10,5,6,Extrovert,No,No,103261
7,2,4,2,2,Introvert,Yes,Yes,103262
7,2,4,2,2,Introvert,Yes,Yes,103263
7,2,4,2,2,Introvert,Yes,Yes,103264
7,2,4,2,2,Introvert,Yes,Yes,103265
2,6,9,5,6,Extrovert,No,No,103266
2,6,9,5,6,Extrovert,No,No,103267
7,2,4,2,2,Introvert,Yes,Yes,103268
7,2,3,2,2,Introvert,Yes,Yes,103269
2,6,9,5,6,Extrovert,No,No,103270
2,6,9,5,6,Extrovert,No,No,103271
7,2,3,2,2,Introvert,Yes,Yes,103272
2,6,9,5,6,Extrovert,No,No,103273
2,6,9,5,6,Extrovert,No,No,103274
2,6,9,5,6,Extrovert,No,No,103275
7,2,3,2,2,Introvert,Yes,Yes,103276
7,2,4,2,2,Introvert,Yes,Yes,103277
7,2,4,2,2,Introvert,Yes,Yes,103278
2,6,9,5,6,Extrovert,No,No,103279
2,6,10,5,6,Extrovert,No,No,103280
7,2,3,2,2,Introvert,Yes,Yes,103281
6,2,4,2,2,Introvert,Yes,Yes,103282
2,6,9,5,6,Extrovert,No,No,103283
2,6,9,5,6,Extrovert,No,No,103284
7,2,4,2,2,Introvert,Yes,Yes,103285
7,2,4,2,2,Introvert,Yes,Yes,103286
7,2,4,2,2,Introvert,Yes,Yes,103287
7,2,3,2,2,Introvert,Yes,Yes,103288
2,6,10,5,6,Extrovert,No,No,103289
2,6,9,5,6,Extrovert,No,No,103290
2,6,10,5,6,Extrovert,No,No,103291
2,6,9,5,6,Extrovert,No,No,103292
2,6,9,5,6,Extrovert,No,No,103293
2,6,9,5,6,Extrovert,No,No,103294
2,6,10,5,6,Extrovert,No,No,103295
7,2,4,2,2,Introvert,Yes,Yes,103296
2,6,9,5,6,Extrovert,No,No,103297
2,6,10,5,6,Extrovert,No,No,103298
2,6,10,5,6,Extrovert,No,No,103299
7,2,4,2,2,Introvert,Yes,Yes,103300
2,6,10,5,6,Extrovert,No,No,103301
7,2,4,2,2,Introvert,Yes,Yes,103302
7,2,4,2,2,Introvert,Yes,Yes,103303
7,2,4,2,2,Introvert,Yes,Yes,103304
2,6,10,5,6,Extrovert,No,No,103305
2,6,9,5,6,Extrovert,No,No,103306
7,2,4,2,2,Introvert,Yes,Yes,103307
2,6,10,5,6,Extrovert,No,No,103308
7,2,4,2,2,Introvert,Yes,Yes,103309
2,6,10,5,6,Extrovert,No,No,103310
7,2,3,2,2,Introvert,Yes,Yes,103311
2,6,9,5,6,Extrovert,No,No,103312
2,6,10,5,6,Extrovert,No,No,103313
7,2,3,2,2,Introvert,Yes,Yes,103314
2,6,9,5,6,Extrovert,No,No,103315
2,6,9,5,6,Extrovert,No,No,103316
2,6,9,5,6,Extrovert,No,No,103317
7,2,3,2,2,Introvert,Yes,Yes,103318
7,2,4,2,2,Introvert,Yes,Yes,103319
2,6,9,5,6,Extrovert,No,No,103320
7,2,4,2,2,Introvert,Yes,Yes,103321
7,2,4,2,2,Introvert,Yes,Yes,103322
2,6,10,5,6,Extrovert,No,No,103323
7,2,3,2,2,Introvert,Yes,Yes,103324
2,6,10,5,6,Extrovert,No,No,103325
2,6,9,5,6,Extrovert,No,No,103326
7,2,3,2,2,Introvert,Yes,Yes,103327
7,2,4,2,2,Introvert,Yes,Yes,103328
7,2,4,2,2,Introvert,Yes,Yes,103329
7,2,4,2,2,Introvert,Yes,Yes,103330
7,2,3,2,2,Introvert,Yes,Yes,103331
7,2,4,2,2,Introvert,Yes,Yes,103332
2,6,9,5,6,Extrovert,No,No,103333
7,2,4,2,2,Introvert,Yes,Yes,103334
7,2,4,2,2,Introvert,Yes,Yes,103335
7,2,3,2,2,Introvert,Yes,Yes,103336
2,6,10,5,6,Extrovert,No,No,103337
2,6,9,5,6,Extrovert,No,No,103338
2,6,10,5,6,Extrovert,No,No,103339
2,6,10,5,6,Extrovert,No,No,103340
7,2,4,2,2,Introvert,Yes,Yes,103341
7,2,4,2,2,Introvert,Yes,Yes,103342
7,2,3,2,2,Introvert,Yes,Yes,103343
2,6,10,5,6,Extrovert,No,No,103344
2,6,9,5,6,Extrovert,No,No,103345
2,6,9,5,6,Extrovert,No,No,103346
2,6,9,5,6,Extrovert,No,No,103347
2,6,9,5,6,Extrovert,No,No,103348
7,2,4,2,2,Introvert,Yes,Yes,103349
2,6,9,5,6,Extrovert,No,No,103350
7,2,3,2,2,Introvert,Yes,Yes,103351
7,2,3,2,2,Introvert,Yes,Yes,103352
2,6,9,5,6,Extrovert,No,No,103353
2,6,9,5,6,Extrovert,No,No,103354
7,2,4,2,2,Introvert,Yes,Yes,103355
6,2,4,2,2,Introvert,Yes,Yes,103356
7,2,3,2,2,Introvert,Yes,Yes,103357
2,6,10,5,6,Extrovert,No,No,103358
7,2,4,2,2,Introvert,Yes,Yes,103359
2,6,9,5,6,Extrovert,No,No,103360
2,6,9,5,6,Extrovert,No,No,103361
2,6,10,5,6,Extrovert,No,No,103362
2,6,10,5,6,Extrovert,No,No,103363
7,2,3,2,2,Introvert,Yes,Yes,103364
2,6,10,5,6,Extrovert,No,No,103365
2,6,9,5,6,Extrovert,No,No,103366
2,6,9,5,6,Extrovert,No,No,103367
7,2,3,2,2,Introvert,Yes,Yes,103368
7,2,4,2,2,Introvert,Yes,Yes,103369
7,2,3,2,2,Introvert,Yes,Yes,103370
2,6,10,5,6,Extrovert,No,No,103371
7,2,4,2,2,Introvert,Yes,Yes,103372
2,6,10,5,6,Extrovert,No,No,103373
2,6,9,5,6,Extrovert,No,No,103374
2,6,10,5,6,Extrovert,No,No,103375
2,6,10,5,6,Extrovert,No,No,103376
7,2,4,2,2,Introvert,Yes,Yes,103377
7,2,3,2,2,Introvert,Yes,Yes,103378
7,2,3,2,2,Introvert,Yes,Yes,103379
7,2,3,2,2,Introvert,Yes,Yes,103380
2,6,9,5,6,Extrovert,No,No,103381
2,6,10,5,6,Extrovert,No,No,103382
2,6,10,5,6,Extrovert,No,No,103383
7,2,4,2,2,Introvert,Yes,Yes,103384
2,6,9,5,6,Extrovert,No,No,103385
2,6,10,5,6,Extrovert,No,No,103386
2,6,10,5,6,Extrovert,No,No,103387
2,6,9,5,6,Extrovert,No,No,103388
2,6,9,5,6,Extrovert,No,No,103389
2,6,9,5,6,Extrovert,No,No,103390
2,6,9,5,6,Extrovert,No,No,103391
7,2,4,2,2,Introvert,Yes,Yes,103392
7,2,4,2,2,Introvert,Yes,Yes,103393
7,2,3,2,2,Introvert,Yes,Yes,103394
2,6,10,5,6,Extrovert,No,No,103395
7,2,4,2,2,Introvert,Yes,Yes,103396
7,2,4,2,2,Introvert,Yes,Yes,103397
7,2,3,2,2,Introvert,Yes,Yes,103398
7,2,4,2,2,Introvert,Yes,Yes,103399
7,2,3,2,2,Introvert,Yes,Yes,103400
7,2,4,2,2,Introvert,Yes,Yes,103401
7,2,4,2,2,Introvert,Yes,Yes,103402
2,6,10,5,6,Extrovert,No,No,103403
2,6,9,5,6,Extrovert,No,No,103404
7,2,4,2,2,Introvert,Yes,Yes,103405
2,6,9,5,6,Extrovert,No,No,103406
2,6,9,5,6,Extrovert,No,No,103407
2,6,9,5,6,Extrovert,No,No,103408
7,2,4,2,2,Introvert,Yes,Yes,103409
2,6,9,5,6,Extrovert,No,No,103410
7,2,4,2,2,Introvert,Yes,Yes,103411
7,2,4,2,2,Introvert,Yes,Yes,103412
2,6,9,5,6,Extrovert,No,No,103413
2,6,9,5,6,Extrovert,No,No,103414
2,6,10,5,6,Extrovert,No,No,103415
7,2,4,2,2,Introvert,Yes,Yes,103416
2,6,10,5,6,Extrovert,No,No,103417
7,2,3,2,2,Introvert,Yes,Yes,103418
7,2,4,2,2,Introvert,Yes,Yes,103419
2,6,10,5,6,Extrovert,No,No,103420
7,2,4,2,2,Introvert,Yes,Yes,103421
2,6,10,5,6,Extrovert,No,No,103422
2,6,9,5,6,Extrovert,No,No,103423
2,6,10,5,6,Extrovert,No,No,103424
2,6,9,5,6,Extrovert,No,No,103425
2,6,9,5,6,Extrovert,No,No,103426
7,2,4,2,2,Introvert,Yes,Yes,103427
2,6,9,5,6,Extrovert,No,No,103428
7,2,3,2,2,Introvert,Yes,Yes,103429
2,6,10,5,6,Extrovert,No,No,103430
7,2,3,2,2,Introvert,Yes,Yes,103431
7,2,3,2,2,Introvert,Yes,Yes,103432
2,6,9,5,6,Extrovert,No,No,103433
2,6,10,5,6,Extrovert,No,No,103434
7,2,4,2,2,Introvert,Yes,Yes,103435
6,2,4,2,2,Introvert,Yes,Yes,103436
7,2,3,2,2,Introvert,Yes,Yes,103437
2,6,10,5,6,Extrovert,No,No,103438
2,6,9,5,6,Extrovert,No,No,103439
7,2,4,2,2,Introvert,Yes,Yes,103440
2,6,10,5,6,Extrovert,No,No,103441
2,6,10,5,6,Extrovert,No,No,103442
7,2,3,2,2,Introvert,Yes,Yes,103443
2,6,9,5,6,Extrovert,No,No,103444
2,6,10,5,6,Extrovert,No,No,103445
2,6,10,5,6,Extrovert,No,No,103446
2,6,10,5,6,Extrovert,No,No,103447
2,6,9,5,6,Extrovert,No,No,103448
7,2,4,2,2,Introvert,Yes,Yes,103449
7,2,4,2,2,Introvert,Yes,Yes,103450
2,6,9,5,6,Extrovert,No,No,103451
2,6,9,5,6,Extrovert,No,No,103452
2,6,9,5,6,Extrovert,No,No,103453
2,6,10,5,6,Extrovert,No,No,103454
7,2,4,2,2,Introvert,Yes,Yes,103455
2,6,10,5,6,Extrovert,No,No,103456
7,2,3,2,2,Introvert,Yes,Yes,103457
2,6,9,5,6,Extrovert,No,No,103458
7,2,3,2,2,Introvert,Yes,Yes,103459
7,2,3,2,2,Introvert,Yes,Yes,103460
2,6,9,5,6,Extrovert,No,No,103461
2,6,9,5,6,Extrovert,No,No,103462
7,2,3,2,2,Introvert,Yes,Yes,103463
7,2,4,2,2,Introvert,Yes,Yes,103464
2,6,9,5,6,Extrovert,No,No,103465
7,2,4,2,2,Introvert,Yes,Yes,103466
2,6,10,5,6,Extrovert,No,No,103467
7,2,4,2,2,Introvert,Yes,Yes,103468
7,2,4,2,2,Introvert,Yes,Yes,103469
2,6,9,5,6,Extrovert,No,No,103470
7,2,4,2,2,Introvert,Yes,Yes,103471
7,2,4,2,2,Introvert,Yes,Yes,103472
2,6,10,5,6,Extrovert,No,No,103473
7,2,4,2,2,Introvert,Yes,Yes,103474
7,2,3,2,2,Introvert,Yes,Yes,103475
7,2,4,2,2,Introvert,Yes,Yes,103476
7,2,3,2,2,Introvert,Yes,Yes,103477
2,6,10,5,6,Extrovert,No,No,103478
7,2,4,2,2,Introvert,Yes,Yes,103479
7,2,4,2,2,Introvert,Yes,Yes,103480
2,6,9,5,6,Extrovert,No,No,103481
7,2,4,2,2,Introvert,Yes,Yes,103482
2,6,9,5,6,Extrovert,No,No,103483
2,6,10,5,6,Extrovert,No,No,103484
2,6,9,5,6,Extrovert,No,No,103485
7,2,4,2,2,Introvert,Yes,Yes,103486
7,2,4,2,2,Introvert,Yes,Yes,103487
2,6,10,5,6,Extrovert,No,No,103488
7,2,4,2,2,Introvert,Yes,Yes,103489
7,2,4,2,2,Introvert,Yes,Yes,103490
7,2,4,2,2,Introvert,Yes,Yes,103491
2,6,9,5,6,Extrovert,No,No,103492
2,6,9,5,6,Extrovert,No,No,103493
7,2,4,2,2,Introvert,Yes,Yes,103494
7,2,3,2,2,Introvert,Yes,Yes,103495
2,6,9,5,6,Extrovert,No,No,103496
2,6,10,5,6,Extrovert,No,No,103497
7,2,4,2,2,Introvert,Yes,Yes,103498
2,6,9,5,6,Extrovert,No,No,103499
7,2,4,2,2,Introvert,Yes,Yes,103500
7,2,3,2,2,Introvert,Yes,Yes,103501
7,2,3,2,2,Introvert,Yes,Yes,103502
2,6,9,5,6,Extrovert,No,No,103503
7,2,4,2,2,Introvert,Yes,Yes,103504
2,6,9,5,6,Extrovert,No,No,103505
2,6,9,5,6,Extrovert,No,No,103506
2,6,9,5,6,Extrovert,No,No,103507
7,2,4,2,2,Introvert,Yes,Yes,103508
2,6,10,5,6,Extrovert,No,No,103509
2,6,10,5,6,Extrovert,No,No,103510
2,6,9,5,6,Extrovert,No,No,103511
2,6,9,5,6,Extrovert,No,No,103512
2,6,10,5,6,Extrovert,No,No,103513
7,2,4,2,2,Introvert,Yes,Yes,103514
2,6,10,5,6,Extrovert,No,No,103515
2,6,9,5,6,Extrovert,No,No,103516
2,6,9,5,6,Extrovert,No,No,103517
7,2,4,2,2,Introvert,Yes,Yes,103518
2,6,9,5,6,Extrovert,No,No,103519
7,2,3,2,2,Introvert,Yes,Yes,103520
2,6,10,5,6,Extrovert,No,No,103521
2,6,9,5,6,Extrovert,No,No,103522
2,6,10,5,6,Extrovert,No,No,103523
7,2,4,2,2,Introvert,Yes,Yes,103524
2,6,10,5,6,Extrovert,No,No,103525
7,2,4,2,2,Introvert,Yes,Yes,103526
2,6,9,5,6,Extrovert,No,No,103527
2,6,9,5,6,Extrovert,No,No,103528
7,2,3,2,2,Introvert,Yes,Yes,103529
2,6,10,5,6,Extrovert,No,No,103530
7,2,4,2,2,Introvert,Yes,Yes,103531
2,6,9,5,6,Extrovert,No,No,103532
2,6,9,5,6,Extrovert,No,No,103533
7,2,4,2,2,Introvert,Yes,Yes,103534
7,2,3,2,2,Introvert,Yes,Yes,103535
7,2,4,2,2,Introvert,Yes,Yes,103536
7,2,4,2,2,Introvert,Yes,Yes,103537
2,6,9,5,6,Extrovert,No,No,103538
2,6,9,5,6,Extrovert,No,No,103539
7,2,4,2,2,Introvert,Yes,Yes,103540
2,6,9,5,6,Extrovert,No,No,103541
2,6,10,5,6,Extrovert,No,No,103542
7,2,3,2,2,Introvert,Yes,Yes,103543
2,6,10,5,6,Extrovert,No,No,103544
7,2,4,2,2,Introvert,Yes,Yes,103545
7,2,4,2,2,Introvert,Yes,Yes,103546
2,6,9,5,6,Extrovert,No,No,103547
2,6,9,5,6,Extrovert,No,No,103548
7,2,4,2,2,Introvert,Yes,Yes,103549
7,2,4,2,2,Introvert,Yes,Yes,103550
2,6,9,5,6,Extrovert,No,No,103551
2,6,10,5,6,Extrovert,No,No,103552
7,2,4,2,2,Introvert,Yes,Yes,103553
7,2,4,2,2,Introvert,Yes,Yes,103554
7,2,4,2,2,Introvert,Yes,Yes,103555
7,2,4,2,2,Introvert,Yes,Yes,103556
2,6,10,5,6,Extrovert,No,No,103557
7,2,4,2,2,Introvert,Yes,Yes,103558
7,2,4,2,2,Introvert,Yes,Yes,103559
2,6,10,5,6,Extrovert,No,No,103560
2,6,9,5,6,Extrovert,No,No,103561
2,6,9,5,6,Extrovert,No,No,103562
2,6,9,5,6,Extrovert,No,No,103563
7,2,4,2,2,Introvert,Yes,Yes,103564
2,6,9,5,6,Extrovert,No,No,103565
2,6,9,5,6,Extrovert,No,No,103566
2,6,9,5,6,Extrovert,No,No,103567
2,6,10,5,6,Extrovert,No,No,103568
2,6,10,5,6,Extrovert,No,No,103569
2,6,9,5,6,Extrovert,No,No,103570
2,6,9,5,6,Extrovert,No,No,103571
7,2,3,2,2,Introvert,Yes,Yes,103572
2,6,9,5,6,Extrovert,No,No,103573
2,6,9,5,6,Extrovert,No,No,103574
7,2,4,2,2,Introvert,Yes,Yes,103575
2,6,10,5,6,Extrovert,No,No,103576
2,6,10,5,6,Extrovert,No,No,103577
2,6,10,5,6,Extrovert,No,No,103578
7,2,4,2,2,Introvert,Yes,Yes,103579
2,6,9,5,6,Extrovert,No,No,103580
2,6,9,5,6,Extrovert,No,No,103581
7,2,4,2,2,Introvert,Yes,Yes,103582
2,6,10,5,6,Extrovert,No,No,103583
7,2,4,2,2,Introvert,Yes,Yes,103584
7,2,4,2,2,Introvert,Yes,Yes,103585
7,2,4,2,2,Introvert,Yes,Yes,103586
2,6,9,5,6,Extrovert,No,No,103587
2,6,10,5,6,Extrovert,No,No,103588
2,6,10,5,6,Extrovert,No,No,103589
7,2,4,2,2,Introvert,Yes,Yes,103590
2,6,10,5,6,Extrovert,No,No,103591
2,6,9,5,6,Extrovert,No,No,103592
7,2,4,2,2,Introvert,Yes,Yes,103593
7,2,3,2,2,Introvert,Yes,Yes,103594
7,2,3,2,2,Introvert,Yes,Yes,103595
7,2,3,2,2,Introvert,Yes,Yes,103596
7,2,4,2,2,Introvert,Yes,Yes,103597
7,2,3,2,2,Introvert,Yes,Yes,103598
2,6,9,5,6,Extrovert,No,No,103599
7,2,3,2,2,Introvert,Yes,Yes,103600
2,6,10,5,6,Extrovert,No,No,103601
7,2,4,2,2,Introvert,Yes,Yes,103602
2,6,9,5,6,Extrovert,No,No,103603
7,2,4,2,2,Introvert,Yes,Yes,103604
7,2,3,2,2,Introvert,Yes,Yes,103605
2,6,9,5,6,Extrovert,No,No,103606
7,2,3,2,2,Introvert,Yes,Yes,103607
2,6,9,5,6,Extrovert,No,No,103608
2,6,9,5,6,Extrovert,No,No,103609
2,6,9,5,6,Extrovert,No,No,103610
2,6,10,5,6,Extrovert,No,No,103611
7,2,4,2,2,Introvert,Yes,Yes,103612
2,6,9,5,6,Extrovert,No,No,103613
7,2,3,2,2,Introvert,Yes,Yes,103614
2,6,9,5,6,Extrovert,No,No,103615
2,6,9,5,6,Extrovert,No,No,103616
2,6,9,5,6,Extrovert,No,No,103617
7,2,4,2,2,Introvert,Yes,Yes,103618
2,6,9,5,6,Extrovert,No,No,103619
7,2,4,2,2,Introvert,Yes,Yes,103620
2,6,9,5,6,Extrovert,No,No,103621
2,6,9,5,6,Extrovert,No,No,103622
2,6,9,5,6,Extrovert,No,No,103623
7,2,4,2,2,Introvert,Yes,Yes,103624
2,6,10,5,6,Extrovert,No,No,103625
7,2,4,2,2,Introvert,Yes,Yes,103626
