id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
6014,0.0,No,9.0,7.0,No,4.0,9.0,Extrovert
6015,0.0,,4.0,6.0,No,13.0,9.0,Extrovert
6016,3.0,No,7.0,6.0,No,,4.0,Extrovert
6019,4.0,No,4.0,7.0,No,15.0,7.0,Extrovert
6022,3.0,No,8.0,5.0,No,8.0,5.0,Extrovert
6023,1.0,No,9.0,4.0,,8.0,5.0,Extrovert
6025,2.0,No,8.0,6.0,No,6.0,6.0,Extrovert
6026,1.0,No,9.0,6.0,No,,5.0,Extrovert
6030,8.0,Yes,0.0,3.0,Yes,1.0,,Introvert
6032,2.0,No,7.0,5.0,No,11.0,,Extrovert
6033,3.0,No,6.0,5.0,No,10.0,7.0,Extrovert
6034,,No,4.0,6.0,No,10.0,9.0,Extrovert
6035,1.0,No,8.0,6.0,No,14.0,7.0,Extrovert
6036,1.0,No,5.0,7.0,No,11.0,7.0,Extrovert
6037,1.0,No,,7.0,No,11.0,6.0,Extrovert
6038,0.0,No,9.0,,No,12.0,5.0,Extrovert
6039,0.0,No,5.0,5.0,No,6.0,4.0,Extrovert
6040,3.0,No,9.0,,No,12.0,4.0,Extrovert
6041,4.0,Yes,,1.0,Yes,0.0,0.0,Introvert
6042,2.0,No,9.0,,No,10.0,5.0,Extrovert
6043,1.0,No,7.0,5.0,No,15.0,8.0,Extrovert
6045,1.0,No,6.0,3.0,No,8.0,5.0,Extrovert
6046,1.0,No,4.0,,No,5.0,6.0,Extrovert
6047,0.0,No,3.0,4.0,No,9.0,5.0,Extrovert
6048,0.0,No,5.0,5.0,No,8.0,4.0,Extrovert
6050,4.0,No,6.0,4.0,No,9.0,7.0,Extrovert
6051,0.0,No,7.0,5.0,,6.0,9.0,Extrovert
6052,0.0,No,5.0,4.0,No,14.0,3.0,Extrovert
6053,,No,6.0,4.0,No,6.0,9.0,Extrovert
6054,6.0,Yes,1.0,0.0,Yes,0.0,0.0,Introvert
6055,3.0,,7.0,6.0,No,14.0,3.0,Extrovert
6056,2.0,No,9.0,,No,5.0,6.0,Extrovert
6058,2.0,No,8.0,6.0,No,15.0,3.0,Extrovert
6059,0.0,No,,6.0,No,5.0,4.0,Extrovert
6061,2.0,No,5.0,4.0,No,13.0,4.0,Extrovert
6063,0.0,No,8.0,6.0,No,9.0,5.0,Extrovert
6064,1.0,No,3.0,3.0,No,15.0,6.0,Extrovert
6065,1.0,No,5.0,6.0,No,10.0,7.0,Extrovert
6069,1.0,No,4.0,4.0,No,8.0,,Extrovert
6070,1.0,No,7.0,5.0,No,9.0,6.0,Extrovert
6071,,No,4.0,6.0,No,11.0,6.0,Extrovert
6072,1.0,No,7.0,3.0,No,12.0,9.0,Extrovert
6073,3.0,No,4.0,6.0,No,12.0,,Extrovert
6074,,,3.0,0.0,Yes,5.0,1.0,Introvert
6075,9.0,Yes,3.0,1.0,Yes,2.0,,Introvert
6076,1.0,No,8.0,4.0,No,13.0,,Extrovert
6077,,No,8.0,3.0,No,10.0,3.0,Extrovert
6079,1.0,No,9.0,,No,12.0,8.0,Extrovert
6080,4.0,No,9.0,6.0,No,7.0,9.0,Extrovert
6081,,,5.0,5.0,No,12.0,7.0,Extrovert
6082,3.0,No,7.0,3.0,No,8.0,5.0,Extrovert
6084,0.0,No,3.0,5.0,No,11.0,9.0,Extrovert
6085,1.0,No,9.0,5.0,No,10.0,,Extrovert
6086,1.0,No,4.0,3.0,No,8.0,9.0,Extrovert
6087,3.0,No,6.0,,No,12.0,5.0,Extrovert
6088,7.0,Yes,,2.0,Yes,3.0,0.0,Introvert
6089,4.0,,0.0,0.0,Yes,0.0,1.0,Introvert
6090,0.0,,7.0,3.0,No,14.0,9.0,Extrovert
6091,1.0,No,9.0,5.0,No,11.0,7.0,Extrovert
6092,,No,9.0,3.0,No,5.0,9.0,Extrovert
6093,3.0,No,4.0,3.0,No,4.0,5.0,Extrovert
6095,11.0,Yes,2.0,2.0,Yes,1.0,3.0,Introvert
6096,3.0,No,9.0,6.0,No,15.0,3.0,Extrovert
6097,3.0,No,7.0,7.0,No,13.0,6.0,Extrovert
6098,4.0,No,8.0,3.0,No,12.0,7.0,Extrovert
6099,1.0,No,,4.0,No,6.0,10.0,Extrovert
6100,2.0,No,7.0,4.0,No,8.0,5.0,Extrovert
6101,5.0,Yes,0.0,1.0,Yes,2.0,0.0,Introvert
6102,10.0,Yes,0.0,2.0,Yes,0.0,0.0,Introvert
6103,1.0,,8.0,6.0,No,15.0,8.0,Extrovert
6104,2.0,No,8.0,3.0,No,5.0,8.0,Extrovert
6107,0.0,No,4.0,3.0,No,9.0,5.0,Extrovert
6108,10.0,Yes,1.0,0.0,Yes,4.0,3.0,Introvert
6109,5.0,Yes,1.0,,Yes,1.0,1.0,Introvert
6111,3.0,No,10.0,5.0,No,14.0,7.0,Extrovert
6112,0.0,No,9.0,7.0,No,15.0,6.0,Extrovert
6113,2.0,No,9.0,3.0,No,14.0,5.0,Extrovert
6114,3.0,No,7.0,4.0,No,3.0,3.0,Extrovert
6115,,No,4.0,6.0,No,12.0,5.0,Extrovert
6117,,No,7.0,3.0,No,12.0,3.0,Extrovert
6120,11.0,Yes,2.0,1.0,Yes,2.0,,Introvert
6121,7.0,Yes,5.0,0.0,Yes,0.0,2.0,Introvert
6122,10.0,Yes,2.0,2.0,,1.0,1.0,Introvert
6123,3.0,No,8.0,5.0,No,9.0,7.0,Extrovert
6124,,No,8.0,5.0,No,6.0,7.0,Extrovert
6126,,Yes,3.0,0.0,Yes,1.0,3.0,Introvert
6127,3.0,,9.0,5.0,No,6.0,5.0,Extrovert
6128,,No,5.0,4.0,No,9.0,7.0,Extrovert
6131,8.0,Yes,2.0,1.0,Yes,3.0,3.0,Introvert
6132,0.0,No,,5.0,No,7.0,9.0,Extrovert
6133,4.0,Yes,1.0,0.0,,0.0,2.0,Introvert
6134,0.0,No,6.0,5.0,,11.0,9.0,Extrovert
6136,1.0,No,,3.0,No,5.0,7.0,Extrovert
6138,1.0,No,4.0,7.0,No,9.0,10.0,Extrovert
6142,4.0,Yes,2.0,3.0,Yes,4.0,3.0,Introvert
6144,0.0,No,6.0,3.0,No,12.0,10.0,Extrovert
6145,0.0,No,6.0,7.0,No,5.0,4.0,Extrovert
6146,5.0,Yes,3.0,0.0,Yes,,0.0,Introvert
6147,7.0,Yes,3.0,1.0,Yes,1.0,,Introvert
6149,,No,4.0,6.0,No,10.0,5.0,Extrovert
6150,0.0,No,4.0,6.0,No,7.0,8.0,Extrovert
6152,1.0,,4.0,6.0,No,6.0,8.0,Extrovert
6154,,No,4.0,7.0,No,12.0,9.0,Extrovert
6155,0.0,,9.0,3.0,No,8.0,8.0,Extrovert
6157,1.0,No,8.0,6.0,No,12.0,7.0,Extrovert
6159,3.0,No,4.0,3.0,No,15.0,3.0,Extrovert
6160,3.0,No,3.0,6.0,No,7.0,6.0,Extrovert
6161,1.0,,5.0,3.0,No,14.0,4.0,Extrovert
6163,3.0,No,4.0,4.0,No,10.0,9.0,Extrovert
6165,3.0,No,6.0,4.0,No,10.0,6.0,Extrovert
6168,1.0,No,7.0,3.0,No,4.0,5.0,Extrovert
6169,0.0,No,7.0,4.0,No,10.0,7.0,Extrovert
6170,2.0,,7.0,6.0,No,8.0,7.0,Extrovert
6172,2.0,No,6.0,3.0,No,13.0,5.0,Extrovert
6173,2.0,No,9.0,3.0,No,13.0,,Extrovert
6174,2.0,,10.0,5.0,No,14.0,8.0,Extrovert
6175,3.0,No,7.0,4.0,No,11.0,7.0,Extrovert
6177,1.0,No,7.0,4.0,No,14.0,10.0,Extrovert
6178,0.0,,5.0,3.0,No,7.0,5.0,Extrovert
6180,2.0,,4.0,4.0,No,6.0,7.0,Extrovert
6182,2.0,No,9.0,,No,7.0,3.0,Extrovert
6184,4.0,No,7.0,5.0,No,10.0,6.0,Extrovert
6186,0.0,No,5.0,6.0,No,14.0,4.0,Extrovert
6188,3.0,,6.0,5.0,No,12.0,5.0,Extrovert
6189,4.0,Yes,,0.0,Yes,5.0,0.0,Introvert
6190,,No,3.0,5.0,No,10.0,5.0,Extrovert
6191,1.0,No,9.0,4.0,No,8.0,7.0,Extrovert
6193,0.0,No,5.0,6.0,No,8.0,6.0,Extrovert
6194,6.0,,1.0,2.0,Yes,4.0,0.0,Introvert
6195,8.0,,3.0,0.0,Yes,5.0,2.0,Introvert
6196,0.0,No,9.0,3.0,No,14.0,,Extrovert
6197,3.0,No,4.0,4.0,No,13.0,,Extrovert
6199,3.0,No,8.0,4.0,No,12.0,10.0,Extrovert
6202,,No,3.0,3.0,No,6.0,5.0,Extrovert
6205,0.0,No,8.0,4.0,No,6.0,5.0,Extrovert
6208,3.0,No,,,No,8.0,7.0,Extrovert
6209,3.0,No,4.0,5.0,No,13.0,4.0,Extrovert
6211,5.0,Yes,1.0,2.0,,1.0,2.0,Introvert
6212,7.0,,2.0,2.0,Yes,5.0,2.0,Introvert
6213,3.0,No,6.0,5.0,No,9.0,8.0,Extrovert
6214,0.0,No,5.0,5.0,No,13.0,9.0,Extrovert
6215,8.0,Yes,1.0,1.0,Yes,2.0,0.0,Introvert
6216,1.0,No,7.0,,No,,7.0,Extrovert
6217,2.0,No,9.0,5.0,No,13.0,5.0,Extrovert
6218,9.0,No,6.0,3.0,No,12.0,4.0,Extrovert
6219,2.0,No,8.0,3.0,No,10.0,,Extrovert
6220,3.0,No,5.0,4.0,No,8.0,8.0,Extrovert
6221,2.0,No,8.0,3.0,No,15.0,8.0,Extrovert
6222,,No,4.0,4.0,No,15.0,8.0,Extrovert
6224,3.0,No,8.0,3.0,No,13.0,4.0,Extrovert
6225,2.0,No,,5.0,No,9.0,9.0,Extrovert
6226,5.0,Yes,2.0,0.0,Yes,2.0,,Introvert
6228,1.0,No,4.0,,No,8.0,5.0,Extrovert
6229,1.0,No,9.0,4.0,No,11.0,4.0,Extrovert
6230,8.0,Yes,1.0,2.0,Yes,2.0,0.0,Introvert
6231,4.0,Yes,,2.0,Yes,2.0,1.0,Introvert
6232,1.0,No,9.0,5.0,No,12.0,10.0,Extrovert
6233,3.0,No,5.0,4.0,No,14.0,3.0,Extrovert
6234,6.0,Yes,2.0,,Yes,4.0,0.0,Introvert
6235,3.0,No,9.0,5.0,No,13.0,5.0,Extrovert
6236,0.0,No,4.0,5.0,No,7.0,5.0,Extrovert
6237,,No,,5.0,No,11.0,7.0,Extrovert
6238,0.0,No,3.0,5.0,No,,8.0,Extrovert
6239,5.0,Yes,,0.0,Yes,4.0,1.0,Introvert
6240,1.0,No,8.0,5.0,No,,3.0,Extrovert
6242,3.0,No,4.0,3.0,No,5.0,9.0,Extrovert
6243,3.0,No,9.0,5.0,No,10.0,6.0,Extrovert
6244,5.0,Yes,2.0,0.0,Yes,3.0,3.0,Introvert
6245,,No,5.0,4.0,No,8.0,7.0,Extrovert
6246,1.0,No,5.0,3.0,No,5.0,8.0,Extrovert
6250,7.0,Yes,1.0,2.0,Yes,1.0,0.0,Introvert
6251,5.0,,0.0,0.0,Yes,4.0,2.0,Introvert
6252,0.0,No,4.0,5.0,No,,5.0,Extrovert
6253,0.0,No,5.0,5.0,No,15.0,5.0,Extrovert
6256,2.0,,5.0,6.0,No,11.0,7.0,Extrovert
6258,8.0,Yes,,1.0,Yes,2.0,2.0,Introvert
6260,2.0,No,10.0,4.0,No,11.0,6.0,Extrovert
6261,0.0,No,7.0,4.0,No,7.0,5.0,Extrovert
6262,5.0,,0.0,0.0,Yes,2.0,2.0,Introvert
6265,2.0,No,3.0,7.0,No,7.0,5.0,Extrovert
6266,3.0,No,3.0,3.0,No,4.0,5.0,Extrovert
6267,3.0,No,9.0,4.0,No,7.0,3.0,Extrovert
6269,2.0,No,4.0,4.0,No,6.0,5.0,Extrovert
6270,1.0,,4.0,3.0,No,7.0,6.0,Extrovert
6273,0.0,No,5.0,3.0,No,9.0,3.0,Extrovert
6274,1.0,No,7.0,6.0,,8.0,5.0,Extrovert
6275,7.0,Yes,1.0,0.0,Yes,0.0,1.0,Introvert
6278,3.0,No,4.0,6.0,No,5.0,8.0,Extrovert
6279,11.0,Yes,,2.0,Yes,2.0,0.0,Introvert
6280,2.0,No,4.0,4.0,No,15.0,8.0,Extrovert
6281,9.0,Yes,3.0,0.0,Yes,5.0,3.0,Introvert
6284,3.0,No,6.0,4.0,No,15.0,5.0,Extrovert
6285,1.0,No,3.0,5.0,No,12.0,8.0,Extrovert
6286,10.0,Yes,3.0,0.0,,4.0,0.0,Introvert
6287,0.0,No,8.0,4.0,No,7.0,3.0,Extrovert
6288,0.0,No,9.0,5.0,No,9.0,5.0,Extrovert
6289,,Yes,2.0,1.0,Yes,0.0,2.0,Introvert
6291,1.0,No,9.0,3.0,No,9.0,3.0,Extrovert
6292,3.0,No,7.0,7.0,No,,9.0,Extrovert
6293,3.0,,4.0,3.0,No,11.0,3.0,Extrovert
6294,1.0,No,6.0,6.0,No,4.0,9.0,Extrovert
6296,3.0,No,7.0,7.0,No,12.0,6.0,Extrovert
6298,2.0,No,,5.0,No,11.0,8.0,Extrovert
6299,8.0,,0.0,,Yes,0.0,,Introvert
6300,1.0,,9.0,6.0,No,15.0,4.0,Extrovert
6301,1.0,No,6.0,3.0,No,9.0,8.0,Extrovert
6302,1.0,No,3.0,4.0,No,9.0,6.0,Extrovert
6303,0.0,No,8.0,7.0,No,,9.0,Extrovert
6304,0.0,No,4.0,3.0,,10.0,4.0,Extrovert
6305,10.0,,0.0,3.0,Yes,3.0,1.0,Introvert
6307,2.0,No,4.0,,No,7.0,7.0,Extrovert
6308,2.0,No,9.0,7.0,No,4.0,5.0,Extrovert
6309,0.0,No,9.0,3.0,No,5.0,4.0,Extrovert
6310,3.0,No,8.0,6.0,No,7.0,9.0,Extrovert
6311,7.0,Yes,3.0,0.0,Yes,0.0,0.0,Introvert
6313,7.0,Yes,0.0,,Yes,0.0,0.0,Introvert
6314,3.0,,6.0,6.0,No,7.0,4.0,Extrovert
6315,,No,8.0,4.0,No,8.0,7.0,Extrovert
6316,,No,7.0,4.0,No,4.0,5.0,Extrovert
6317,1.0,No,8.0,3.0,No,15.0,6.0,Extrovert
6318,6.0,Yes,0.0,2.0,Yes,2.0,0.0,Introvert
6319,,No,9.0,,No,15.0,3.0,Extrovert
6320,1.0,No,6.0,,No,6.0,10.0,Extrovert
6322,7.0,Yes,,0.0,Yes,5.0,0.0,Introvert
6323,9.0,,3.0,0.0,Yes,0.0,0.0,Introvert
6324,4.0,No,8.0,6.0,No,7.0,3.0,Extrovert
6325,2.0,No,7.0,3.0,No,,3.0,Extrovert
6326,,No,9.0,4.0,No,12.0,3.0,Extrovert
6327,0.0,No,7.0,5.0,No,13.0,6.0,Extrovert
6329,3.0,,9.0,4.0,No,11.0,6.0,Extrovert
6334,2.0,No,4.0,,No,6.0,5.0,Extrovert
6335,2.0,No,7.0,3.0,No,11.0,,Extrovert
6336,2.0,No,6.0,7.0,No,6.0,9.0,Extrovert
6338,0.0,No,9.0,4.0,No,15.0,3.0,Extrovert
6339,2.0,No,4.0,7.0,No,14.0,9.0,Extrovert
6341,3.0,No,6.0,4.0,,12.0,1.0,Extrovert
6343,7.0,Yes,0.0,,Yes,5.0,0.0,Introvert
6344,,No,3.0,6.0,No,7.0,7.0,Extrovert
6345,3.0,No,10.0,4.0,No,11.0,7.0,Extrovert
6346,9.0,Yes,1.0,2.0,Yes,,2.0,Introvert
6347,4.0,Yes,0.0,,Yes,2.0,0.0,Introvert
6348,1.0,,5.0,6.0,No,14.0,7.0,Extrovert
6349,0.0,No,7.0,6.0,No,11.0,9.0,Extrovert
6350,4.0,Yes,1.0,1.0,,4.0,2.0,Introvert
6352,,Yes,0.0,,Yes,4.0,,Introvert
6354,0.0,No,4.0,3.0,No,4.0,8.0,Extrovert
6355,8.0,Yes,,1.0,Yes,5.0,2.0,Introvert
6356,9.0,Yes,1.0,1.0,Yes,,2.0,Introvert
6357,0.0,No,9.0,6.0,No,10.0,7.0,Extrovert
6358,2.0,No,5.0,6.0,No,6.0,7.0,Extrovert
6359,0.0,No,5.0,5.0,,15.0,8.0,Extrovert
6360,0.0,No,6.0,6.0,No,10.0,7.0,Extrovert
6361,2.0,No,4.0,4.0,No,4.0,9.0,Extrovert
6363,1.0,No,5.0,5.0,No,6.0,,Extrovert
6364,7.0,,3.0,3.0,Yes,1.0,0.0,Introvert
6366,10.0,Yes,3.0,2.0,,3.0,1.0,Introvert
6367,4.0,No,7.0,5.0,No,13.0,10.0,Extrovert
6368,3.0,No,4.0,4.0,No,7.0,,Extrovert
6371,3.0,No,8.0,3.0,No,15.0,3.0,Extrovert
6372,2.0,No,8.0,3.0,No,8.0,,Extrovert
6374,3.0,No,8.0,6.0,No,6.0,,Extrovert
6375,,Yes,3.0,1.0,,1.0,1.0,Introvert
6376,4.0,Yes,0.0,2.0,,0.0,2.0,Introvert
6377,3.0,No,4.0,4.0,No,9.0,8.0,Extrovert
6378,3.0,No,8.0,5.0,No,6.0,4.0,Extrovert
6380,2.0,No,,3.0,No,12.0,8.0,Extrovert
6381,,No,4.0,5.0,No,11.0,,Extrovert
6382,3.0,No,4.0,4.0,No,15.0,7.0,Extrovert
6384,3.0,,7.0,5.0,No,12.0,6.0,Extrovert
6385,7.0,,2.0,1.0,Yes,5.0,0.0,Introvert
6386,3.0,No,10.0,4.0,No,15.0,3.0,Extrovert
6387,1.0,No,,5.0,No,7.0,4.0,Extrovert
6393,3.0,No,8.0,4.0,No,10.0,10.0,Extrovert
6394,2.0,No,6.0,3.0,No,8.0,4.0,Extrovert
6395,3.0,No,8.0,6.0,No,13.0,4.0,Extrovert
6396,0.0,No,7.0,4.0,No,14.0,9.0,Extrovert
6397,0.0,,7.0,3.0,No,15.0,6.0,Extrovert
6398,3.0,,9.0,6.0,No,6.0,6.0,Extrovert
6399,8.0,Yes,1.0,0.0,Yes,4.0,,Introvert
6400,1.0,No,3.0,7.0,No,10.0,4.0,Extrovert
6401,0.0,No,4.0,,,12.0,4.0,Extrovert
6402,,No,6.0,5.0,No,12.0,4.0,Extrovert
6403,2.0,No,7.0,4.0,No,15.0,7.0,Extrovert
6405,9.0,,,1.0,Yes,4.0,1.0,Introvert
6406,3.0,No,,5.0,No,15.0,3.0,Extrovert
6408,3.0,No,9.0,7.0,No,10.0,,Extrovert
6409,0.0,No,9.0,6.0,No,,8.0,Extrovert
6410,2.0,No,7.0,6.0,No,15.0,3.0,Extrovert
6411,2.0,,9.0,4.0,No,7.0,4.0,Extrovert
6413,3.0,No,8.0,5.0,No,15.0,9.0,Extrovert
6414,2.0,No,5.0,7.0,No,14.0,5.0,Extrovert
6416,2.0,,5.0,7.0,No,13.0,5.0,Extrovert
6417,2.0,No,9.0,,No,10.0,7.0,Extrovert
6418,0.0,No,5.0,,No,3.0,,Extrovert
6419,3.0,No,8.0,6.0,No,11.0,6.0,Extrovert
6420,2.0,No,8.0,6.0,No,13.0,6.0,Extrovert
6421,2.0,No,5.0,7.0,No,4.0,7.0,Extrovert
6422,0.0,No,3.0,4.0,No,8.0,4.0,Extrovert
6423,2.0,No,5.0,6.0,,11.0,3.0,Extrovert
6426,0.0,No,8.0,4.0,No,11.0,10.0,Extrovert
6427,2.0,No,4.0,4.0,No,,7.0,Extrovert
6428,7.0,Yes,1.0,2.0,Yes,0.0,3.0,Introvert
6429,2.0,No,9.0,3.0,No,,5.0,Extrovert
6430,3.0,No,6.0,6.0,No,8.0,5.0,Extrovert
6431,,No,9.0,6.0,No,7.0,5.0,Extrovert
6432,,No,8.0,5.0,No,15.0,9.0,Extrovert
6433,5.0,,1.0,2.0,Yes,5.0,0.0,Introvert
6435,1.0,No,7.0,3.0,No,13.0,6.0,Extrovert
6436,0.0,No,7.0,6.0,No,8.0,5.0,Extrovert
6439,0.0,No,4.0,7.0,No,8.0,5.0,Extrovert
6442,3.0,,,5.0,No,7.0,10.0,Extrovert
6443,11.0,Yes,3.0,1.0,,3.0,2.0,Introvert
6444,0.0,,9.0,3.0,No,7.0,,Extrovert
6445,1.0,No,5.0,5.0,No,7.0,5.0,Extrovert
6447,1.0,No,8.0,7.0,No,8.0,7.0,Extrovert
6448,3.0,No,9.0,6.0,No,8.0,10.0,Extrovert
6449,1.0,No,7.0,5.0,No,10.0,9.0,Extrovert
6450,3.0,No,8.0,6.0,No,8.0,5.0,Extrovert
6451,,No,6.0,4.0,No,11.0,3.0,Extrovert
6452,2.0,,9.0,6.0,No,,9.0,Extrovert
6453,2.0,No,5.0,4.0,No,14.0,9.0,Extrovert
6454,2.0,No,5.0,,No,14.0,7.0,Extrovert
6455,8.0,Yes,1.0,2.0,Yes,5.0,2.0,Introvert
6456,3.0,No,4.0,,No,8.0,3.0,Extrovert
6457,6.0,Yes,3.0,,Yes,5.0,2.0,Introvert
6458,3.0,No,10.0,4.0,No,11.0,6.0,Extrovert
6459,1.0,No,6.0,7.0,No,9.0,6.0,Extrovert
6460,2.0,No,5.0,3.0,No,9.0,9.0,Extrovert
6462,3.0,No,,4.0,No,12.0,9.0,Extrovert
6463,2.0,No,4.0,,No,7.0,4.0,Extrovert
6464,,No,4.0,4.0,No,12.0,5.0,Extrovert
6465,11.0,Yes,3.0,2.0,,1.0,0.0,Introvert
6466,2.0,No,9.0,3.0,No,10.0,6.0,Extrovert
6467,5.0,Yes,0.0,2.0,,2.0,1.0,Introvert
6468,0.0,No,,4.0,No,6.0,7.0,Extrovert
6469,3.0,No,4.0,5.0,No,15.0,7.0,Extrovert
6470,1.0,No,7.0,5.0,No,,9.0,Extrovert
6471,,No,9.0,3.0,No,10.0,5.0,Extrovert
6472,2.0,No,4.0,3.0,No,12.0,9.0,Extrovert
6473,1.0,No,9.0,6.0,No,14.0,6.0,Extrovert
6474,0.0,No,8.0,6.0,No,5.0,9.0,Extrovert
6475,2.0,No,6.0,6.0,No,3.0,6.0,Extrovert
6476,3.0,No,4.0,3.0,No,12.0,6.0,Extrovert
6479,0.0,No,9.0,6.0,No,11.0,7.0,Extrovert
6480,3.0,No,8.0,6.0,No,7.0,8.0,Extrovert
6481,11.0,Yes,1.0,,Yes,4.0,0.0,Introvert
6482,11.0,Yes,2.0,0.0,Yes,5.0,,Introvert
6483,,,9.0,3.0,No,5.0,3.0,Extrovert
6484,2.0,No,7.0,,No,15.0,3.0,Extrovert
6486,2.0,No,5.0,4.0,No,8.0,9.0,Extrovert
6488,1.0,No,8.0,5.0,No,13.0,8.0,Extrovert
6489,3.0,No,9.0,6.0,No,7.0,,Extrovert
6490,3.0,No,8.0,4.0,No,15.0,6.0,Extrovert
6492,0.0,,4.0,5.0,No,10.0,5.0,Extrovert
6493,3.0,No,8.0,4.0,No,14.0,7.0,Extrovert
6495,5.0,Yes,3.0,0.0,Yes,5.0,2.0,Introvert
6496,6.0,,3.0,2.0,Yes,3.0,2.0,Introvert
6497,1.0,No,7.0,5.0,No,12.0,6.0,Extrovert
6498,2.0,,6.0,5.0,No,11.0,8.0,Extrovert
6500,3.0,,5.0,3.0,No,10.0,5.0,Extrovert
6501,2.0,No,6.0,3.0,No,14.0,7.0,Extrovert
6502,6.0,Yes,2.0,1.0,Yes,0.0,2.0,Introvert
6503,0.0,No,9.0,4.0,No,8.0,9.0,Extrovert
6504,0.0,No,7.0,4.0,No,12.0,7.0,Extrovert
6505,4.0,No,7.0,7.0,No,,9.0,Extrovert
6506,1.0,No,8.0,5.0,No,15.0,7.0,Extrovert
6508,3.0,No,6.0,7.0,No,14.0,5.0,Extrovert
6509,3.0,No,8.0,6.0,No,6.0,8.0,Extrovert
6510,3.0,No,10.0,4.0,No,8.0,9.0,Extrovert
6511,1.0,No,4.0,7.0,No,10.0,3.0,Extrovert
6512,10.0,Yes,0.0,,Yes,5.0,3.0,Introvert
6513,2.0,No,9.0,5.0,No,10.0,7.0,Extrovert
6514,11.0,Yes,2.0,1.0,,4.0,,Introvert
6515,2.0,No,5.0,6.0,No,7.0,9.0,Extrovert
6516,3.0,No,9.0,5.0,No,5.0,4.0,Extrovert
6517,3.0,No,9.0,6.0,No,10.0,6.0,Extrovert
6518,0.0,,8.0,4.0,No,13.0,4.0,Extrovert
6519,6.0,Yes,3.0,,Yes,4.0,2.0,Introvert
6520,1.0,,,5.0,No,12.0,3.0,Extrovert
6522,1.0,No,,7.0,No,8.0,9.0,Extrovert
6523,2.0,No,8.0,3.0,No,7.0,3.0,Extrovert
6525,8.0,Yes,3.0,0.0,,1.0,1.0,Introvert
6526,1.0,No,6.0,,No,6.0,1.0,Extrovert
6527,2.0,,4.0,4.0,No,5.0,3.0,Extrovert
6529,0.0,No,,3.0,No,15.0,7.0,Extrovert
6530,1.0,No,10.0,3.0,No,7.0,,Extrovert
6531,0.0,No,9.0,3.0,No,12.0,4.0,Extrovert
6532,2.0,No,4.0,,No,13.0,9.0,Extrovert
6533,1.0,No,7.0,3.0,No,4.0,3.0,Extrovert
6534,4.0,Yes,0.0,1.0,Yes,0.0,,Introvert
6535,3.0,No,6.0,7.0,No,11.0,6.0,Extrovert
6536,3.0,No,7.0,7.0,No,9.0,6.0,Extrovert
6537,2.0,No,6.0,6.0,No,13.0,3.0,Extrovert
6538,4.0,No,8.0,5.0,No,11.0,6.0,Extrovert
6539,1.0,No,4.0,5.0,No,6.0,,Extrovert
6542,0.0,No,9.0,5.0,No,10.0,7.0,Extrovert
6543,11.0,Yes,3.0,2.0,Yes,0.0,0.0,Introvert
6545,3.0,,4.0,7.0,No,,7.0,Extrovert
6546,2.0,No,7.0,,No,4.0,7.0,Extrovert
6550,0.0,No,9.0,5.0,No,7.0,9.0,Extrovert
6551,2.0,No,10.0,4.0,No,8.0,4.0,Extrovert
6552,3.0,No,3.0,7.0,No,,5.0,Extrovert
6553,,No,6.0,6.0,No,7.0,3.0,Extrovert
6554,1.0,No,,6.0,No,,5.0,Extrovert
6556,0.0,No,5.0,3.0,No,7.0,7.0,Extrovert
6557,1.0,No,4.0,,No,7.0,7.0,Extrovert
6558,0.0,No,9.0,4.0,No,6.0,8.0,Extrovert
6559,0.0,No,3.0,4.0,No,12.0,7.0,Extrovert
6560,1.0,No,6.0,7.0,No,7.0,7.0,Extrovert
6561,0.0,No,8.0,3.0,No,6.0,9.0,Extrovert
6562,1.0,,7.0,5.0,No,6.0,7.0,Extrovert
6563,,No,5.0,5.0,No,14.0,7.0,Extrovert
6565,0.0,No,5.0,4.0,No,,9.0,Extrovert
6566,1.0,No,7.0,5.0,,6.0,7.0,Extrovert
6568,2.0,No,9.0,3.0,No,7.0,3.0,Extrovert
6569,0.0,No,4.0,4.0,No,5.0,8.0,Extrovert
6572,11.0,Yes,3.0,2.0,,1.0,1.0,Introvert
6573,0.0,No,5.0,6.0,No,13.0,5.0,Extrovert
6574,4.0,No,6.0,7.0,No,6.0,5.0,Extrovert
6575,2.0,No,6.0,6.0,No,14.0,6.0,Extrovert
6576,6.0,Yes,6.0,2.0,Yes,3.0,1.0,Introvert
6577,,No,7.0,4.0,No,6.0,6.0,Extrovert
6578,0.0,No,7.0,6.0,No,11.0,6.0,Extrovert
6579,0.0,No,7.0,,No,11.0,3.0,Extrovert
6580,3.0,No,6.0,3.0,No,7.0,8.0,Extrovert
6582,2.0,,8.0,3.0,No,11.0,,Extrovert
6583,1.0,No,5.0,3.0,No,14.0,3.0,Extrovert
6584,2.0,,6.0,3.0,No,12.0,3.0,Extrovert
6585,8.0,Yes,2.0,3.0,Yes,0.0,0.0,Introvert
6586,0.0,No,9.0,5.0,No,14.0,8.0,Extrovert
6587,6.0,,0.0,1.0,Yes,0.0,1.0,Introvert
6588,2.0,No,4.0,6.0,,5.0,5.0,Extrovert
6589,3.0,No,8.0,3.0,No,13.0,6.0,Extrovert
