id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality,adv_prob
1295,3.0,No,7.0,4.0,No,5.0,9.0,Extrovert,0.03
1296,4.0,,1.0,2.0,Yes,2.0,1.0,Introvert,0.01
1297,2.0,No,7.0,7.0,No,6.0,,Extrovert,0.015
1298,2.0,No,6.0,3.0,No,7.0,8.0,Extrovert,0.05
1299,2.0,No,4.0,4.0,No,4.0,7.0,Extrovert,0.0
1300,9.0,Yes,3.0,3.0,Yes,0.0,2.0,Introvert,0.02
1301,,No,5.0,6.0,No,7.0,8.0,Extrovert,0.0375
1302,8.0,Yes,,,Yes,3.0,0.0,Introvert,0.055
1303,8.0,Yes,2.0,0.0,,5.0,2.0,Introvert,0.07
1304,0.0,No,4.0,3.0,No,,5.0,Extrovert,0.4943531746031747
1305,5.0,Yes,,2.0,Yes,2.0,0.0,Introvert,0.07
1306,0.0,No,4.0,5.0,No,14.0,8.0,Extrovert,0.08
1307,1.0,No,8.0,5.0,No,12.0,6.0,Extrovert,0.02
1308,1.0,No,5.0,4.0,,10.0,4.0,Extrovert,0.0
1309,8.0,Yes,,1.0,Yes,1.0,0.0,Introvert,0.05
1310,4.0,Yes,1.0,3.0,Yes,4.0,2.0,Introvert,0.09
1311,1.0,No,8.0,3.0,No,10.0,3.0,Extrovert,0.18666666666666665
1312,2.0,No,9.0,4.0,No,8.0,8.0,Extrovert,0.3245
1313,1.0,,8.0,5.0,No,10.0,,Extrovert,0.0
1314,,Yes,0.0,1.0,Yes,,0.0,Introvert,0.21
1315,6.0,Yes,,2.0,Yes,,2.0,Introvert,0.17
1316,0.0,,4.0,4.0,No,7.0,7.0,Extrovert,0.6563571428571429
1317,0.0,No,3.0,7.0,No,6.0,6.0,Extrovert,0.32
1318,0.0,No,7.0,3.0,No,9.0,8.0,Extrovert,0.04
1319,8.0,Yes,2.0,1.0,No,4.0,,Introvert,0.12
1320,,No,6.0,4.0,No,11.0,6.0,Extrovert,0.02164285714285714
1321,8.0,Yes,3.0,0.0,Yes,4.0,,Introvert,0.08
1322,7.0,,0.0,2.0,Yes,5.0,1.0,Introvert,0.24
1323,0.0,,4.0,5.0,No,9.0,7.0,Extrovert,0.04516666666666667
1324,0.0,No,3.0,4.0,No,15.0,,Extrovert,0.06666666666666667
1325,9.0,Yes,0.0,0.0,Yes,,0.0,Introvert,0.02
1326,0.0,No,7.0,6.0,No,11.0,8.0,Extrovert,0.04333333333333333
1327,2.0,,4.0,4.0,No,13.0,5.0,Extrovert,0.17365909090909087
1328,0.0,No,,5.0,No,12.0,8.0,Extrovert,0.0
1329,4.0,Yes,3.0,1.0,Yes,2.0,,Introvert,0.05
1330,3.0,No,4.0,6.0,No,12.0,5.0,Extrovert,0.08119047619047619
1331,3.0,No,6.0,4.0,No,7.0,4.0,Extrovert,0.49933333333333324
1332,1.0,No,,6.0,No,13.0,7.0,Extrovert,0.043166666666666666
1333,2.0,No,8.0,4.0,No,8.0,6.0,Extrovert,0.29902380952380936
1334,4.0,,1.0,0.0,Yes,5.0,1.0,Introvert,0.15
1335,0.0,No,9.0,,No,11.0,4.0,Extrovert,0.02
1336,7.0,,0.0,2.0,,3.0,2.0,Introvert,0.09
1337,2.0,No,5.0,7.0,No,6.0,3.0,Extrovert,0.013333333333333332
1338,,No,6.0,3.0,No,8.0,8.0,Extrovert,0.36119047619047606
1339,1.0,No,6.0,4.0,No,12.0,9.0,Extrovert,0.5069047619047619
1340,10.0,Yes,1.0,1.0,Yes,5.0,2.0,Introvert,0.09
1341,5.0,Yes,3.0,0.0,,4.0,2.0,Introvert,0.02
1342,0.0,,8.0,4.0,No,14.0,4.0,Extrovert,0.3308571428571429
1343,2.0,No,9.0,6.0,No,15.0,6.0,Extrovert,0.41899999999999993
1344,,No,6.0,5.0,No,10.0,4.0,Extrovert,0.029666666666666664
1345,5.0,,3.0,0.0,Yes,1.0,,Introvert,0.05
1346,1.0,No,8.0,3.0,No,12.0,,Extrovert,0.014999999999999998
1347,0.0,No,6.0,3.0,No,15.0,3.0,Extrovert,0.03833333333333333
1348,3.0,No,4.0,3.0,No,14.0,4.0,Extrovert,0.42449999999999993
1349,3.0,No,9.0,6.0,No,10.0,5.0,Extrovert,0.023
1350,2.0,,7.0,4.0,No,8.0,4.0,Extrovert,0.2027467532467532
1351,1.0,No,9.0,3.0,No,15.0,8.0,Extrovert,0.03
1352,2.0,No,4.0,3.0,No,12.0,5.0,Extrovert,0.2990079365079364
1353,1.0,No,5.0,6.0,No,11.0,9.0,Extrovert,0.008
1354,0.0,No,6.0,4.0,No,9.0,3.0,Extrovert,0.1565
1355,11.0,Yes,3.0,0.0,Yes,2.0,,Introvert,0.03
1356,8.0,Yes,4.0,0.0,Yes,5.0,0.0,Introvert,0.02
1357,1.0,No,10.0,4.0,No,12.0,3.0,Extrovert,0.15666666666666665
1358,2.0,No,8.0,6.0,No,9.0,7.0,Extrovert,0.01
1359,1.0,No,9.0,6.0,,6.0,8.0,Extrovert,0.04
1360,3.0,No,4.0,4.0,No,7.0,10.0,Extrovert,0.065
1361,9.0,Yes,,0.0,Yes,,1.0,Introvert,0.14
1362,4.0,Yes,3.0,0.0,Yes,4.0,,Introvert,0.15
1363,10.0,Yes,2.0,0.0,,0.0,1.0,Introvert,0.06
1364,8.0,Yes,0.0,,Yes,2.0,2.0,Introvert,0.14
1365,1.0,No,7.0,7.0,No,6.0,6.0,Extrovert,0.165
1366,1.0,No,7.0,4.0,No,12.0,8.0,Extrovert,0.5612619047619046
1367,6.0,Yes,1.0,2.0,Yes,2.0,1.0,Introvert,0.01
1368,3.0,No,,5.0,No,14.0,3.0,Extrovert,0.11266666666666665
1369,1.0,No,6.0,7.0,No,12.0,9.0,Extrovert,0.11
1370,2.0,,7.0,3.0,No,11.0,3.0,Extrovert,0.04616666666666667
1371,2.0,No,5.0,5.0,No,7.0,5.0,Extrovert,0.34734018759018753
1372,2.0,No,9.0,6.0,No,,6.0,Extrovert,0.02
1373,3.0,No,7.0,6.0,No,14.0,,Extrovert,0.4481666666666667
1374,8.0,Yes,1.0,0.0,Yes,1.0,,Introvert,0.14
1375,4.0,No,7.0,,No,9.0,9.0,Extrovert,0.03
1376,5.0,Yes,3.0,,Yes,5.0,,Introvert,0.04
1377,,No,,7.0,No,11.0,6.0,Extrovert,0.01
1378,4.0,No,9.0,4.0,,12.0,5.0,Extrovert,0.13
1379,1.0,No,6.0,5.0,No,14.0,9.0,Extrovert,0.05
1380,10.0,Yes,1.0,1.0,,3.0,2.0,Introvert,0.12
1381,2.0,No,3.0,4.0,No,8.0,3.0,Extrovert,0.07761904761904762
1382,4.0,,2.0,0.0,Yes,4.0,1.0,Introvert,0.15
1383,2.0,No,7.0,4.0,No,5.0,9.0,Extrovert,0.3844999999999999
1384,0.0,No,7.0,5.0,No,12.0,5.0,Extrovert,0.0875
1385,0.0,No,4.0,,No,10.0,7.0,Extrovert,0.45266666666666666
1386,0.0,No,8.0,7.0,No,13.0,4.0,Extrovert,0.095
1387,3.0,No,4.0,7.0,No,14.0,4.0,Extrovert,0.02
1388,0.0,,8.0,5.0,No,12.0,4.0,Extrovert,0.46476190476190476
1389,3.0,No,4.0,4.0,No,13.0,7.0,Extrovert,0.15583333333333335
1390,,Yes,3.0,1.0,Yes,0.0,1.0,Introvert,0.04
1391,1.0,No,6.0,3.0,No,13.0,7.0,Extrovert,0.1675
1392,,No,7.0,3.0,No,6.0,4.0,Extrovert,0.45133333333333325
1393,2.0,No,8.0,5.0,No,13.0,8.0,Extrovert,0.075
1394,3.0,No,7.0,6.0,No,14.0,4.0,Extrovert,0.1225
1395,1.0,No,5.0,3.0,No,9.0,8.0,Extrovert,0.040702380952380955
1396,1.0,No,4.0,7.0,No,12.0,9.0,Extrovert,0.09833333333333334
1397,1.0,,5.0,6.0,No,11.0,7.0,Extrovert,0.24767857142857136
1398,,No,4.0,3.0,No,5.0,2.0,Extrovert,0.055
1399,0.0,No,9.0,5.0,No,8.0,6.0,Extrovert,0.019166666666666665
1400,3.0,No,4.0,7.0,No,8.0,3.0,Extrovert,0.06083333333333333
1401,4.0,No,9.0,6.0,No,7.0,3.0,Extrovert,0.014166666666666666
1402,1.0,No,4.0,7.0,No,10.0,6.0,Extrovert,0.175
1403,1.0,No,9.0,4.0,No,8.0,8.0,Extrovert,0.01
1404,2.0,No,5.0,5.0,No,7.0,4.0,Extrovert,0.025833333333333333
1405,8.0,Yes,3.0,0.0,Yes,6.0,1.0,Introvert,0.02
1406,,No,9.0,5.0,No,12.0,7.0,Extrovert,0.4916666666666666
1407,2.0,No,9.0,7.0,No,10.0,4.0,Extrovert,0.055
1408,1.0,No,5.0,6.0,No,12.0,9.0,Extrovert,0.02
1409,11.0,Yes,2.0,,Yes,5.0,0.0,Introvert,0.146
1410,0.0,Yes,7.0,1.0,Yes,5.0,2.0,Extrovert,0.03
1411,0.0,No,9.0,5.0,No,7.0,6.0,Extrovert,0.034
1412,11.0,Yes,3.0,1.0,Yes,3.0,1.0,Introvert,0.05
1413,1.0,No,8.0,5.0,No,,4.0,Extrovert,0.3279246031746032
1414,1.0,No,5.0,7.0,No,13.0,9.0,Extrovert,0.03
1415,7.0,Yes,1.0,,Yes,1.0,2.0,Introvert,0.1
1416,1.0,No,4.0,5.0,No,12.0,,Extrovert,0.028999999999999998
1417,,No,8.0,4.0,No,5.0,9.0,Extrovert,0.3723095238095238
1418,6.0,Yes,1.0,1.0,Yes,,0.0,Introvert,0.09
1419,3.0,,5.0,7.0,No,14.0,9.0,Extrovert,0.01
1420,5.0,Yes,3.0,1.0,,3.0,2.0,Introvert,0.07
1421,1.0,No,8.0,4.0,No,12.0,,Extrovert,0.28918253968253954
1422,9.0,Yes,0.0,1.0,Yes,15.0,1.0,Introvert,0.13
1423,0.0,No,,4.0,No,10.0,5.0,Extrovert,0.0125
1424,1.0,No,5.0,3.0,No,11.0,8.0,Extrovert,0.23854761904761904
1425,6.0,Yes,2.0,3.0,Yes,1.0,1.0,Introvert,0.08
1426,0.0,No,3.0,5.0,No,8.0,6.0,Extrovert,0.06
1427,0.0,No,5.0,4.0,No,10.0,,Extrovert,0.0125
1428,1.0,No,10.0,5.0,No,7.0,5.0,Extrovert,0.115
1429,3.0,No,,6.0,No,11.0,6.0,Extrovert,0.11648809523809524
1430,1.0,No,4.0,5.0,No,10.0,7.0,Extrovert,0.11833333333333335
1431,4.0,Yes,1.0,0.0,Yes,0.0,1.0,Introvert,0.09
1432,0.0,No,5.0,5.0,No,11.0,6.0,Extrovert,0.07628571428571428
1433,1.0,No,9.0,7.0,No,6.0,9.0,Extrovert,0.0
1434,2.0,No,7.0,7.0,No,10.0,4.0,Extrovert,0.01
1435,8.0,Yes,0.0,1.0,,1.0,0.0,Introvert,0.17
1436,2.0,No,6.0,,No,6.0,7.0,Extrovert,0.005
1437,4.0,No,6.0,4.0,,5.0,3.0,Extrovert,0.1
1438,7.0,Yes,1.0,,Yes,2.0,1.0,Introvert,0.02
1439,0.0,No,9.0,6.0,No,9.0,6.0,Extrovert,0.08333333333333334
1440,1.0,,9.0,5.0,,13.0,9.0,Extrovert,0.025
1441,6.0,Yes,3.0,1.0,Yes,0.0,,Introvert,0.17
1442,3.0,,7.0,5.0,No,14.0,7.0,Extrovert,0.16333333333333336
1443,4.0,Yes,3.0,2.0,Yes,1.0,,Introvert,0.09
1444,2.0,No,5.0,6.0,No,7.0,10.0,Extrovert,0.15
1445,5.0,No,4.0,5.0,No,13.0,8.0,Extrovert,0.2225
1446,0.0,No,8.0,4.0,No,13.0,8.0,Extrovert,0.11
1447,1.0,No,8.0,5.0,No,8.0,6.0,Extrovert,0.0
1448,2.0,,9.0,5.0,No,14.0,4.0,Extrovert,0.003333333333333333
1449,2.0,No,4.0,6.0,,15.0,9.0,Extrovert,0.4463333333333334
1450,7.0,Yes,,2.0,Yes,2.0,1.0,Introvert,0.04
1451,4.0,Yes,3.0,0.0,Yes,0.0,2.0,Introvert,0.1
1452,10.0,Yes,2.0,0.0,Yes,3.0,2.0,Introvert,0.08
1453,8.0,Yes,3.0,1.0,Yes,4.0,1.0,Introvert,0.14
1454,,Yes,0.0,2.0,Yes,4.0,0.0,Introvert,0.05
1455,4.0,Yes,0.0,0.0,Yes,1.0,,Introvert,0.09
1456,3.0,No,,,No,15.0,5.0,Extrovert,0.18827380952380945
1457,2.0,No,8.0,6.0,No,13.0,7.0,Extrovert,0.0525
1458,2.0,No,8.0,,No,15.0,9.0,Extrovert,0.4921666666666667
1459,3.0,No,,7.0,No,14.0,9.0,Extrovert,0.01
1460,2.0,No,5.0,6.0,No,14.0,10.0,Extrovert,0.21
1461,0.0,No,9.0,7.0,No,13.0,4.0,Extrovert,0.04
1462,3.0,No,8.0,5.0,No,9.0,6.0,Extrovert,0.03
1463,4.0,Yes,,0.0,Yes,4.0,1.0,Introvert,0.12
1464,3.0,No,4.0,5.0,,10.0,7.0,Extrovert,0.4716904761904761
1465,3.0,No,,,No,5.0,9.0,Extrovert,0.01
1466,4.0,Yes,1.0,0.0,,5.0,2.0,Introvert,0.12
1467,0.0,,7.0,6.0,No,14.0,3.0,Extrovert,0.035
1468,0.0,No,5.0,3.0,No,8.0,4.0,Extrovert,0.24978174603174594
1469,0.0,No,3.0,6.0,No,13.0,7.0,Extrovert,0.13
1470,0.0,No,8.0,3.0,,15.0,8.0,Extrovert,0.07
1471,7.0,Yes,,0.0,Yes,4.0,1.0,Introvert,0.02
1472,6.0,Yes,0.0,3.0,Yes,4.0,3.0,Introvert,0.21
1473,2.0,No,9.0,6.0,No,10.0,,Extrovert,0.01
1474,1.0,No,7.0,7.0,No,7.0,5.0,Extrovert,0.075
1475,2.0,No,6.0,4.0,,10.0,,Extrovert,0.0
1476,6.0,Yes,3.0,1.0,Yes,3.0,0.0,Introvert,0.03
1477,1.0,No,5.0,4.0,No,4.0,7.0,Extrovert,0.1
1478,3.0,No,10.0,6.0,No,9.0,9.0,Extrovert,0.01
1479,5.0,Yes,3.0,1.0,Yes,6.0,0.0,Introvert,0.12
1480,9.0,Yes,3.0,1.0,Yes,5.0,,Introvert,0.04
1481,0.0,No,4.0,4.0,No,11.0,9.0,Extrovert,0.05333333333333334
1482,0.0,No,9.0,6.0,No,11.0,3.0,Extrovert,0.11333333333333334
1483,0.0,No,5.0,4.0,No,10.0,9.0,Extrovert,0.06333333333333332
1484,4.0,Yes,3.0,2.0,Yes,3.0,1.0,Introvert,0.22
1485,5.0,Yes,0.0,0.0,Yes,4.0,5.0,Introvert,0.5377142857142856
1486,1.0,No,9.0,7.0,No,11.0,9.0,Extrovert,0.11
1487,0.0,No,7.0,,No,9.0,3.0,Extrovert,0.024
1488,1.0,,4.0,3.0,No,5.0,6.0,Extrovert,0.4891666666666667
1489,0.0,No,9.0,5.0,No,10.0,6.0,Extrovert,0.03266666666666667
1490,1.0,,10.0,3.0,No,11.0,4.0,Extrovert,0.12
1491,6.0,Yes,1.0,,Yes,4.0,1.0,Introvert,0.0
1492,6.0,Yes,1.0,0.0,Yes,2.0,4.0,Introvert,0.04
1493,6.0,Yes,3.0,3.0,Yes,1.0,2.0,Introvert,0.0
1494,1.0,No,6.0,7.0,No,7.0,9.0,Extrovert,0.14
1495,0.0,No,7.0,4.0,No,9.0,7.0,Extrovert,0.025
1496,1.0,No,7.0,4.0,No,14.0,9.0,Extrovert,0.047333333333333324
1497,0.0,No,3.0,6.0,No,6.0,9.0,Extrovert,0.1254761904761905
1498,0.0,No,6.0,,No,14.0,9.0,Extrovert,0.11809523809523809
1499,0.0,No,6.0,3.0,No,14.0,7.0,Extrovert,0.03
1500,,Yes,1.0,1.0,Yes,4.0,0.0,Introvert,0.065
1501,8.0,,2.0,1.0,Yes,3.0,2.0,Introvert,0.02
1502,4.0,No,9.0,7.0,No,,8.0,Extrovert,0.01
1503,5.0,,0.0,0.0,Yes,1.0,,Introvert,0.02
1504,2.0,No,5.0,4.0,No,9.0,3.0,Extrovert,0.0275
1505,,No,4.0,5.0,No,7.0,8.0,Extrovert,0.02416666666666667
1506,3.0,No,6.0,4.0,No,5.0,5.0,Extrovert,0.0735
1507,2.0,No,6.0,3.0,No,13.0,3.0,Extrovert,0.06
1508,9.0,No,5.0,4.0,No,4.0,9.0,Introvert,0.12
1509,2.0,Yes,2.0,2.0,Yes,5.0,0.0,Introvert,0.06
1510,1.0,No,8.0,6.0,,7.0,7.0,Extrovert,0.032
1511,1.0,No,9.0,7.0,No,8.0,7.0,Extrovert,0.02928571428571429
1512,10.0,Yes,0.0,,Yes,1.0,0.0,Introvert,0.06
1513,,No,3.0,5.0,No,4.0,4.0,Extrovert,0.17550000000000002
1514,1.0,No,8.0,6.0,No,11.0,7.0,Extrovert,0.02625
1515,6.0,Yes,0.0,,Yes,2.0,1.0,Introvert,0.07
1516,8.0,Yes,,1.0,,1.0,2.0,Introvert,0.19
1517,2.0,No,10.0,6.0,No,11.0,4.0,Extrovert,0.11
1518,3.0,No,9.0,7.0,No,9.0,10.0,Extrovert,0.11
1519,,No,6.0,,No,6.0,9.0,Extrovert,0.0075
1520,1.0,No,2.0,4.0,No,14.0,1.0,Extrovert,0.04333333333333333
1521,2.0,No,4.0,6.0,No,7.0,6.0,Extrovert,0.0825
1522,4.0,,1.0,2.0,Yes,3.0,1.0,Introvert,0.05
1523,4.0,No,7.0,5.0,No,12.0,3.0,Extrovert,0.1365
1524,1.0,No,6.0,5.0,No,6.0,3.0,Extrovert,0.015
1525,4.0,No,9.0,3.0,No,4.0,3.0,Extrovert,0.3
1526,2.0,No,7.0,3.0,No,14.0,9.0,Extrovert,0.040999999999999995
1527,9.0,Yes,0.0,3.0,Yes,3.0,3.0,Introvert,0.06
1528,2.0,No,4.0,6.0,,12.0,8.0,Extrovert,0.002857142857142857
1529,9.0,,2.0,1.0,,2.0,2.0,Introvert,0.07
1530,2.0,No,9.0,5.0,,7.0,4.0,Extrovert,0.03166666666666666
1531,0.0,No,6.0,3.0,No,11.0,8.0,Extrovert,0.092
1532,,Yes,1.0,2.0,Yes,2.0,2.0,Introvert,0.12833333333333333
1533,1.0,No,8.0,7.0,No,8.0,9.0,Extrovert,0.06
1534,,No,9.0,7.0,No,6.0,9.0,Extrovert,0.01
1535,3.0,No,9.0,5.0,No,15.0,5.0,Extrovert,0.5576666666666668
1536,10.0,,0.0,0.0,Yes,4.0,0.0,Introvert,0.01
1537,1.0,No,9.0,3.0,No,6.0,6.0,Extrovert,0.07
1538,2.0,No,,4.0,No,8.0,6.0,Extrovert,0.0
1539,0.0,No,7.0,7.0,No,15.0,9.0,Extrovert,0.075
1540,3.0,No,7.0,6.0,No,10.0,4.0,Extrovert,0.14666666666666667
1541,,No,4.0,6.0,No,6.0,3.0,Extrovert,0.065
1542,,No,7.0,5.0,No,15.0,3.0,Extrovert,0.035
1543,6.0,No,5.0,6.0,No,11.0,5.0,Extrovert,0.12
1544,0.0,No,5.0,3.0,No,7.0,3.0,Extrovert,0.018333333333333333
1545,10.0,Yes,2.0,,Yes,1.0,1.0,Introvert,0.07
1546,7.0,,1.0,0.0,Yes,1.0,2.0,Introvert,0.14
1547,1.0,No,7.0,,No,5.0,9.0,Extrovert,0.010666666666666666
1548,,No,8.0,5.0,No,8.0,5.0,Extrovert,0.006999999999999999
1549,2.0,No,5.0,7.0,No,5.0,3.0,Extrovert,0.0
1550,3.0,No,9.0,3.0,No,14.0,9.0,Extrovert,0.07
1551,0.0,No,7.0,3.0,No,12.0,9.0,Extrovert,0.07
1552,1.0,No,8.0,5.0,No,6.0,9.0,Extrovert,0.21166666666666667
1553,3.0,No,4.0,6.0,No,10.0,3.0,Extrovert,0.09
1554,5.0,Yes,2.0,2.0,,2.0,2.0,Introvert,0.05
1555,11.0,Yes,0.0,5.0,Yes,2.0,3.0,Introvert,0.14
1556,2.0,No,8.0,5.0,No,7.0,6.0,Extrovert,0.005
1557,4.0,,8.0,5.0,No,14.0,9.0,Extrovert,0.1366666666666667
1558,8.0,Yes,,1.0,Yes,5.0,1.0,Introvert,0.04
1559,,Yes,,1.0,Yes,1.0,0.0,Introvert,0.01
1560,2.0,No,,,No,8.0,3.0,Extrovert,0.0
1561,6.0,Yes,2.0,1.0,,2.0,2.0,Introvert,0.09
1562,2.0,No,7.0,3.0,No,9.0,4.0,Extrovert,0.008
1563,1.0,No,9.0,7.0,No,8.0,3.0,Extrovert,0.3560952380952381
1564,2.0,No,4.0,3.0,No,10.0,3.0,Extrovert,0.01
1565,1.0,No,8.0,3.0,No,15.0,8.0,Extrovert,0.04
1566,2.0,No,5.0,5.0,No,14.0,6.0,Extrovert,0.01
1567,3.0,No,4.0,7.0,No,12.0,6.0,Extrovert,0.137
1568,1.0,No,7.0,7.0,,5.0,9.0,Extrovert,0.05
1569,0.0,No,7.0,5.0,No,9.0,8.0,Extrovert,0.1681666666666667
1570,1.0,No,8.0,4.0,No,9.0,6.0,Extrovert,0.0685
1571,4.0,No,6.0,4.0,No,14.0,10.0,Extrovert,0.16
1572,0.0,No,5.0,,No,10.0,9.0,Extrovert,0.06333333333333332
1573,0.0,No,9.0,6.0,No,4.0,7.0,Extrovert,0.08
1574,3.0,No,9.0,,No,8.0,8.0,Extrovert,0.03428571428571429
1575,2.0,No,8.0,4.0,No,,3.0,Extrovert,0.20379365079365075
1576,5.0,Yes,2.0,0.0,Yes,,1.0,Introvert,0.05
1577,0.0,No,5.0,7.0,No,15.0,9.0,Extrovert,0.07
1578,3.0,No,8.0,6.0,No,8.0,6.0,Extrovert,0.03333333333333333
1579,3.0,No,9.0,4.0,No,15.0,5.0,Extrovert,0.32888095238095233
1580,3.0,No,3.0,4.0,No,8.0,7.0,Extrovert,0.08
1581,11.0,Yes,2.0,2.0,Yes,,,Introvert,0.23
1582,7.0,Yes,2.0,0.0,Yes,0.0,2.0,Introvert,0.15
1583,,Yes,,2.0,,3.0,2.0,Introvert,0.1
1584,4.0,,9.0,6.0,No,7.0,8.0,Extrovert,0.01
1585,2.0,No,4.0,7.0,No,6.0,4.0,Extrovert,0.4957142857142857
1586,9.0,Yes,1.0,1.0,Yes,,,Introvert,0.14
1587,0.0,No,,5.0,No,,3.0,Extrovert,0.22785317460317456
1588,0.0,No,6.0,7.0,No,13.0,7.0,Extrovert,0.07
1589,1.0,No,4.0,4.0,No,5.0,7.0,Extrovert,0.35846428571428574
1590,2.0,,7.0,7.0,No,12.0,5.0,Extrovert,0.3168571428571429
1591,0.0,No,6.0,7.0,No,7.0,10.0,Extrovert,0.0
1592,3.0,No,9.0,5.0,No,9.0,6.0,Extrovert,0.051666666666666666
1593,8.0,Yes,3.0,2.0,Yes,,,Introvert,0.07
1594,3.0,No,,4.0,No,10.0,3.0,Extrovert,0.005
1595,2.0,No,7.0,3.0,No,7.0,,Extrovert,0.0
1596,0.0,No,9.0,7.0,No,13.0,6.0,Extrovert,0.04
1597,3.0,No,7.0,3.0,No,7.0,4.0,Extrovert,0.14816666666666667
1598,6.0,Yes,3.0,3.0,Yes,2.0,3.0,Introvert,0.06
1599,3.0,No,6.0,7.0,No,14.0,4.0,Extrovert,0.12
1600,,No,8.0,3.0,No,14.0,4.0,Extrovert,0.05608333333333333
1601,,No,6.0,3.0,No,15.0,9.0,Extrovert,0.08333333333333331
1602,2.0,No,8.0,5.0,No,12.0,5.0,Extrovert,0.32872619047619045
1603,3.0,No,4.0,3.0,No,6.0,6.0,Extrovert,0.016666666666666666
1604,6.0,Yes,2.0,3.0,Yes,5.0,,Introvert,0.06
1605,2.0,No,5.0,4.0,No,12.0,4.0,Extrovert,0.4817777777777777
1606,3.0,No,4.0,3.0,No,9.0,10.0,Extrovert,0.12
1607,3.0,No,5.0,3.0,No,15.0,3.0,Extrovert,0.1255
1608,3.0,No,6.0,4.0,No,5.0,8.0,Extrovert,0.105
1609,2.0,No,,5.0,No,10.0,5.0,Extrovert,0.006666666666666666
1610,0.0,No,5.0,4.0,No,8.0,4.0,Extrovert,0.39883658008657996
1611,4.0,No,9.0,5.0,No,10.0,9.0,Extrovert,0.0285
1612,2.0,No,4.0,5.0,No,,5.0,Extrovert,0.0
1613,4.0,No,7.0,6.0,No,13.0,9.0,Extrovert,0.03
1614,9.0,Yes,,2.0,Yes,0.0,2.0,Introvert,0.03
1615,3.0,,,5.0,No,13.0,5.0,Extrovert,0.047
1616,2.0,No,5.0,7.0,No,10.0,6.0,Extrovert,0.11
1617,2.0,No,9.0,6.0,No,13.0,8.0,Extrovert,0.2886904761904761
1618,2.0,No,8.0,4.0,No,14.0,4.0,Extrovert,0.04650000000000001
1619,1.0,No,9.0,6.0,No,5.0,6.0,Extrovert,0.141
1620,0.0,,9.0,6.0,No,14.0,4.0,Extrovert,0.03
1621,3.0,No,5.0,6.0,No,15.0,3.0,Extrovert,0.01
1622,0.0,No,5.0,4.0,No,14.0,,Extrovert,0.24665079365079356
1623,,No,,3.0,No,14.0,4.0,Extrovert,0.10166666666666668
1624,0.0,No,5.0,5.0,No,11.0,9.0,Extrovert,0.005
1625,4.0,No,5.0,6.0,No,8.0,5.0,Extrovert,0.185
1626,7.0,No,7.0,4.0,No,8.0,6.0,Extrovert,0.01
1627,2.0,No,9.0,5.0,No,11.0,4.0,Extrovert,0.04261904761904762
1628,10.0,Yes,2.0,,Yes,0.0,1.0,Introvert,0.11
1629,3.0,No,5.0,4.0,No,12.0,9.0,Extrovert,0.3654285714285714
1630,4.0,Yes,0.0,2.0,Yes,2.0,1.0,Introvert,0.17
1631,1.0,No,4.0,4.0,No,5.0,5.0,Extrovert,0.4892857142857144
1632,9.0,Yes,0.0,1.0,Yes,2.0,2.0,Introvert,0.14
1633,11.0,Yes,2.0,1.0,Yes,3.0,2.0,Introvert,0.05
1634,3.0,No,9.0,7.0,No,8.0,10.0,Extrovert,0.04
1635,2.0,No,8.0,7.0,No,10.0,9.0,Extrovert,0.1575
1636,1.0,No,5.0,5.0,No,10.0,10.0,Extrovert,0.03666666666666667
1637,1.0,No,5.0,,No,10.0,7.0,Extrovert,0.0
1638,3.0,No,5.0,3.0,No,7.0,6.0,Extrovert,0.09416666666666668
1639,2.0,,4.0,,No,11.0,,Extrovert,0.47211136086136074
1640,11.0,Yes,2.0,1.0,Yes,5.0,0.0,Introvert,0.13
1641,3.0,No,10.0,6.0,No,10.0,4.0,Extrovert,0.077
1642,0.0,No,9.0,7.0,No,,8.0,Extrovert,0.03
1643,5.0,Yes,,1.0,Yes,1.0,0.0,Introvert,0.11
1644,4.0,No,8.0,4.0,No,9.0,6.0,Extrovert,0.01
1645,2.0,,8.0,5.0,No,13.0,4.0,Extrovert,0.0
1646,8.0,Yes,3.0,2.0,Yes,0.0,0.0,Introvert,0.11
1647,0.0,No,4.0,,No,11.0,7.0,Extrovert,0.03266666666666666
1648,5.0,,2.0,0.0,Yes,3.0,2.0,Introvert,0.09
1649,1.0,No,5.0,4.0,No,11.0,3.0,Extrovert,0.17009523809523805
1650,0.0,No,8.0,3.0,No,10.0,6.0,Extrovert,0.128
1651,10.0,Yes,0.0,0.0,,5.0,2.0,Introvert,0.08
1652,1.0,No,9.0,6.0,No,9.0,5.0,Extrovert,0.03166666666666666
1653,0.0,No,5.0,3.0,No,7.0,,Extrovert,0.0
1654,2.0,,4.0,3.0,No,9.0,3.0,Extrovert,0.01
1655,3.0,No,4.0,3.0,No,9.0,,Extrovert,0.47783333333333333
1656,3.0,No,3.0,5.0,No,8.0,3.0,Extrovert,0.0725
1657,1.0,No,5.0,5.0,No,10.0,,Extrovert,0.05833333333333333
1658,0.0,No,9.0,3.0,No,7.0,9.0,Extrovert,0.165
1659,1.0,No,5.0,6.0,No,13.0,,Extrovert,0.013333333333333332
